38;-27.2764;-1049.09;-312.987;-44.262;-106.495;-222.983
38.1;-33.0721;-1060.37;-334.514;-72.1306;-117.933;-207.386
38.2;-41.774;-1072.45;-354.431;-102.129;-122.657;-190.791
38.3;-53.5161;-1084.66;-372.641;-132.667;-120.354;-173.278
38.4;-68.2714;-1096.29;-389.058;-162.127;-111.085;-154.93
38.5;-85.8531;-1106.66;-403.603;-188.945;-95.2762;-135.837
38.6;-105.924;-1115.15;-416.204;-211.698;-73.7013;-116.089
38.7;-128.016;-1121.24;-426.802;-229.175;-47.438;-95.7833
38.8;-151.552;-1124.53;-435.345;-240.447;-17.8116;-75.0162
38.9;-175.878;-1124.74;-441.793;-244.907;13.6747;-53.8879
39;-200.297;-1121.78;-446.114;-242.311;45.4196;-32.5003
39.1;-224.108;-1115.71;-448.288;-232.785;75.8079;-10.9562
39.2;-246.638;-1106.72;-448.304;-216.82;103.296;10.6406
39.3;-267.284;-1095.19;-446.161;-195.249;126.493;32.1862
39.4;-285.538;-1081.6;-441.871;-169.198;144.235;53.5769
39.5;-301.019;-1066.55;-435.455;-140.029;155.646;74.7097
39.6;-313.49;-1050.7;-426.942;-109.27;160.185;95.4829
39.7;-322.874;-1034.75;-416.373;-78.5304;157.671;115.796
39.8;-329.251;-1019.4;-403.801;-49.4189;148.298;135.552
39.9;-332.863;-1005.3;-389.285;-23.4571;132.622;154.656
40;-334.093;-993.057;-372.894;-2.00002;111.531;173.015
40.1;-333.451;-983.141;-354.709;13.8361;86.1979;190.542
40.2;-331.541;-975.913;-334.817;23.2325;58.021;207.151
40.3;-329.036;-971.58;-313.312;25.7111;28.5481;222.763
40.4;-326.635;-970.192;-290.3;21.1598;-0.604984;237.302
40.5;-325.031;-971.637;-265.89;9.83832;-27.8393;250.7
40.6;-324.873;-975.646;-240.2;-7.63528;-51.6576;262.89
40.7;-326.732;-981.81;-213.354;-30.3175;-70.7431;273.815
40.8;-331.07;-989.601;-185.481;-56.9892;-84.0293;283.422
40.9;-338.216;-998.397;-156.715;-86.2198;-90.7562;291.665
41;-348.347;-1007.52;-127.195;-116.443;-90.5104;298.504
41.1;-361.483;-1016.26;-97.0624;-146.04;-83.2472;303.906
41.2;-377.481;-1023.94;-66.4627;-173.423;-69.2923;307.845
41.3;-396.045;-1029.92;-35.543;-197.122;-49.3256;310.302
41.4;-416.74;-1033.64;-4.45215;-215.861;-24.3445;311.265
41.5;-439.017;-1034.66;26.6601;-228.624;4.3886;310.73
41.6;-462.241;-1032.69;57.644;-234.712;35.4127;308.699
41.7;-485.724;-1027.56;88.3504;-233.775;67.1456;305.183
41.8;-508.762;-1019.29;118.632;-225.837;97.9674;300.197
41.9;-530.67;-1008.05;148.342;-211.289;126.306;293.766
42;-550.823;-994.158;177.338;-190.87;150.72;285.921
42.1;-568.683;-978.076;205.48;-165.63;169.976;276.7
42.2;-583.831;-960.368;232.633;-136.873;183.11;266.147
42.3;-595.989;-941.68;258.667;-106.087;189.485;254.313
42.4;-605.034;-922.706;283.455;-74.8678;188.817;241.254
42.5;-611.002;-904.149;306.879;-44.8322;181.196;227.034
42.6;-614.092;-886.685;328.825;-17.5349;167.078;211.722
42.7;-614.648;-870.925;349.189;5.61469;147.261;195.39
42.8;-613.148;-857.386;367.872;23.427;122.846;178.118
